"#","ML #","St","Current Price","List Price","Sale Price","Address","Numof Acres","Numof Stories","Numof Possible Bedrooms","Numof Garage Spaces","Zip Code","Owner Zip Code","Beds Total","Baths Total","Sq Ft Total","Numof Rooms","Baths Half","Baths Full","Assessed Value","Age","Basement Description","Additional Exterior Features","Additional Interior Features","Additional Rooms","Additional Structures","Attic Description","Change Date","Chng Info","City","City Village Tax","Close Date","Closed Date Received","Chng Type","Contract Date","DOM","Driveway Description","Expiration Date","Floor Description","Garage Description","Heating Fuel Description","Furnished YN","List Date","Listing Type","Lot Dimensions Depth","Lot Dimensions Frontage","Lot Information"
"3501","B466739","S","$270,000","$279,000","$270,000","61 Middlebury","0.51","2","","2.0","14127","14127","3","2.1","2,494","7","1","2","$157,000","27","Full","Cable TV Available, Deck, Garage Door Opener, Patio","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Sliding Glass Door, Sump Pump","Laundry-1st Floor","","Scuttle Access","","NEW","Orchard Park","$0","03/13/2015","03/23/2015","","01/29/2015","19","Blacktop","","Ceramic-Some, Hardwood-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some","Attached","Gas","","01/10/2015","Exclusive Right To Sell","202","110","Neighborhood Street, Wooded Lot"
"3501","B485492","S","$270,000","$271,900","$270,000","119 Middlebury RD","0.48","1","","2.0","14127","14215","4","2.1","2,343","8","1","2","$164,900","36","Full, Partially Finished","Cable TV Available, Deck, Garage Door Opener","Cathedral Ceiling, Cedar Closets, Central Vacuum System, Circuit Breakers - Some, Copper Plumbing - Some, Drapes - Some, Security System - Owned, Sliding Glass Door, Sump Pump","1st Floor Bedroom, 1st Floor Master Bedroom, Family Room, Foyer/Entry Hall, Laundry-1st Floor, Living Room, Master Bedroom Bath, Porch - Open, Workshop","","Crawl Space","","NEW","Orchard Park","$0","12/11/2015","12/23/2015","","10/02/2015","14","Blacktop","","Ceramic-Some, Hardwood-Some, Other - See Remarks, Tile-Some, Wall To Wall Carpet-Some","Attached","Gas","","09/18/2015","Exclusive Right To Sell","207","100","Wooded Lot"
"3501","B473849","S","$267,500","$269,900","$267,500","7725 Jewett Holmwood","0.67","2","","2.0","14127","14127","4","2.1","2,555","12","1","2","$124,700","73","Crawl Space, Full","Cable TV Available, Patio","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Drapes - Some, Natural Woodwork - some, Sliding Glass Door","Bonus Room, Family Room, Great Room, Laundry-Basement, Living Room, Master Bedroom Bath, Porch - Open","","Partial","","NEW","Orchard Park","$0","07/24/2015","08/13/2015","","06/03/2015","29","Blacktop, Turnaround","","Ceramic-Some, Laminate-Some, Wall To Wall Carpet-Some","Attached","Gas","","05/05/2015","Exclusive Right To Sell","262","120","Neighborhood Street"
"3501","B475231","S","$265,000","$269,000","$265,000","42 Henning DR","0.49","1","","2.0","14127","14127","3","2.0","2,409","9","0","2","$101,200","52","Finished, Full","Cable TV Available, Garage Door Opener, Patio","Circuit Breakers - Some, Copper Plumbing - Some, Drapes - Some, Natural Woodwork - some, Sump Pump","Basement / Rec Room, Den/Study, Laundry-1st Floor","Shed","Crawl Space","","NEW","Orchard Park","$0","06/26/2015","07/09/2015","","05/22/2015","2","Blacktop","","Hardwood-Some, Laminate-Some","Attached","Gas","","05/20/2015","Exclusive Right To Sell","192","110","Neighborhood Street, Wooded Lot"
"3501","B470043","S","$262,000","$269,900","$262,000","38 Green Lake DR","0.25","2","","2.5","14127","01742","4","2.1","2,226","9","1","2","$0","43","Full, Partial","Deck, Garage Door Opener","Cathedral Ceiling, Natural Woodwork - some, Sliding Glass Door, Whirlpool Tub","Family Room, Foyer/Entry Hall, Laundry-1st Floor, Living Room, Master Bedroom Bath, Office, Porch - Open","Shed","Full","","NEW","Orchard Park","$0","05/08/2015","05/27/2015","","03/24/2015","8","Concrete","","Ceramic-Some, Wall To Wall Carpet-Some","Attached","Gas","","03/16/2015","Exclusive Right To Sell","150","100","Other - See Remarks"
"3501","B464838","S","$259,900","$259,900","$259,900","3 Eagle Heights DR","1.20","1","","2.0","14127","14127","4","2.1","2,462","9","1","2","$134,000","58","Full","Deck, Garage Door Opener","Copper Plumbing - Some, Sump Pump","1st Floor Bedroom, 1st Floor Master Bedroom, Basement / Rec Room, Den/Study, Family Room, Laundry-1st Floor, Living Room, Master Bedroom Bath, Office, Porch - Open","Shed","Crawl Space","","NEW","Orchard Park","$0","01/23/2015","02/06/2015","","12/01/2014","14","Blacktop, Circular","","Laminate-Some, Tile-Some, Wall To Wall Carpet-Some","Attached","Gas","","11/17/2014","Exclusive Right To Sell","263","200","Other - See Remarks"
"3501","B463724","S","$252,500","$269,900","$252,500","7400 Quaker RD","0.57","2","","2.0","14127","14127","4","2.1","2,414","8","1","2","$144,800","29","Crawl Space, Full","Awning, Cable TV Available, Deck, Fully Fenced Yard, Garage Door Opener, High Speed Internet, Private Yard - see Remarks, Thermal Windows - Some, Wood Screens/Storms-some","Atrium Door, Cathedral Ceiling, Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Drapes - Some, Natural Woodwork - some, Security System - Owned, Skylight, Sliding Glass Door, Sump Pump, Water Softener - Owned","Family Room, Foyer/Entry Hall, Laundry-1st Floor, Living Room, Master Bedroom Bath, Porch - Open","","Crawl Space","","NEW","Orchard Park","$0","01/15/2015","01/22/2015","","11/01/2014","4","Other - See Remarks","","Ceramic-Some, Hardwood-Some, Laminate-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some","Attached","Gas","","10/28/2014","Exclusive Right To Sell","248","100","Other - See Remarks"
"3501","B470767","S","$250,000","$263,900","$250,000","115 South LN","0.61","1","","2.0","14127","14127","3","2.0","1,809","8","0","2","$109,900","41","Full","Awning, Cable TV Available, Garage Door Opener, Partially Fenced Yard, Pool-In Ground, Storage","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Indoor Pool","1st Floor Master Bedroom, Family Room, Laundry-Basement, Master Bedroom Bath","Shed","Full, Pull Down Stairs","","NEW","Orchard Park","$0","06/05/2015","06/17/2015","","04/07/2015","12","Concrete, Parking Area, Turnaround","","Laminate-Some, Linoleum/Vinyl, Resilient-Some, Wall To Wall Carpet-Some","Attached","Gas","","03/26/2015","Exclusive Right To Sell","220","120","Neighborhood Street, Wooded Lot"
"3501","B480575","S","$250,000","$249,900","$250,000","40 Independence DR","0.85","2","","2.5","14127","14127","4","2.1","2,235","15","1","2","$130,500","36","Full","Awning, Patio","Circuit Breakers - Some, Copper Plumbing - Some","Family Room, Foyer/Entry Hall, Laundry-1st Floor","","Crawl Space","","NEW","Orchard Park","$0","10/01/2015","10/21/2015","","07/31/2015","14","Blacktop","","Ceramic-Some, Hardwood-Some, Wall To Wall Carpet-Some","Attached","Gas","","07/17/2015","Exclusive Right To Sell","280","131","Other - See Remarks"
"3501","B478571","S","$249,900","$249,900","$249,900","6919 Chestnut Ridge RD","1.17","2","","2.5","14127","14127","4","2.1","2,688","10","1","2","$78,900","90","Full","Deck, Pool-In Ground","Circuit Breakers - Some, Copper Plumbing - Some, Indoor Pool","Den/Study, Florida/Sun Room- Heated, Laundry-Basement, Living Room, Loft, Master Bedroom Bath","","None","","NEW","Orchard Park","$0","08/28/2015","09/16/2015","","07/07/2015","14","Circular, Concrete","","Ceramic-Some, Hardwood-Some, Laminate-Some, Linoleum/Vinyl","Detached","Electric","","06/23/2015","Exclusive Right To Sell","226","225","Agricultural District"
"3501","B473810","S","$247,500","$249,900","$247,500","38 South LN","0.54","2","","2.0","14127","14127","4","2.0","2,324","9","0","2","$117,900","64","Full, Partially Finished","Cable TV Available, Deck, Garage Door Opener, High Speed Internet, Partially Fenced Yard, Patio, Pool-Above Ground, Private Yard - see Remarks","Circuit Breakers - Some, Copper Plumbing - Some, Drapes - Some, Natural Woodwork - some, Sump Pump","1st Floor Bedroom, Basement / Rec Room, Laundry-Basement, Workshop","Shed","Full","","NEW","Orchard Park","$0","06/26/2015","07/09/2015","","05/07/2015","3","Concrete","","Linoleum/Vinyl, Wall To Wall Carpet-Some","Attached","Gas","","05/04/2015","Exclusive Right To Sell","200","100","Neighborhood Street"
"3501","B466833","S","$245,000","$245,000","$245,000","41 Regalwood DR","0.38","2","","2.0","14127","14127","4","1.1","2,032","8","1","1","$141,000","35","Full","Cable TV Available, Deck, Garage Door Opener, Hot Tub, Partially Fenced Yard, Pool-In Ground, Storage, Thermal Windows - Some","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Drapes - Some, Sump Pump","Family Room, Laundry-Basement, Living Room, Porch - Open","Shed","Crawl Space","","NEW","Orchard Park","$0","04/10/2015","04/29/2015","","01/19/2015","7","Blacktop","","Ceramic-Some, Wall To Wall Carpet-Some","Attached","Gas","","01/12/2015","Exclusive Right To Sell","150","110","Corner Lot"
"3501","B470407","S","$245,000","$249,900","$245,000","18 Wildwood LN","1.04","2","","2.0","14127","14127","3","1.1","2,000","7","1","1","$117,950","48","Full","Cable TV Available, Deck, Garage Door Opener","Circuit Breakers - Some, Copper Plumbing - Some","Foyer/Entry Hall, Laundry-Basement","Shed","Crawl Space","","NEW","Orchard Park","$0","06/12/2015","06/17/2015","","04/10/2015","19","Concrete","","Ceramic-Some, Hardwood-Some","Attached","Gas","","03/22/2015","Exclusive Right To Sell","226","201","Wooded Lot"
"3501","B474389","S","$245,000","$249,900","$245,000","6474 Chestnut Ridge RD","0.50","1","","4.0","14127","14127","3","1.1","2,169","8","1","1","$84,100","64","Crawl Space, Partial","Cable TV Available, Deck, Electric Pet Fence, Garage Door Opener, High Speed Internet, Pool-Above Ground","Cathedral Ceiling, Circuit Breakers - Some, Copper Plumbing - Some, Drapes - Some, Indoor Pool, Natural Woodwork - some, Skylight, Sliding Glass Door, Stained Glass - Some","1st Floor Bedroom, 1st Floor Master Bedroom, Family Room, Foyer/Entry Hall, Laundry-Basement, Living Room, Porch - Open","","Crawl Space","","NEW","Orchard Park","$0","07/03/2015","07/22/2015","","05/12/2015","1","Blacktop, Double Wide","","Hardwood-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some","Detached","Gas","","05/11/2015","Exclusive Right To Sell","250","87","Agricultural District"
"3501","B478267","S","$245,000","$249,900","$245,000","125 Independence DR","0.85","1.5","","2.5","14127","14127","4","2.0","2,277","9","0","2","$150,200","31","Full, Partially Finished","Cable TV Available, Deck, Garage Door Opener, High Speed Internet, Playset / Swingset, Private Yard - see Remarks","Cathedral Ceiling, Circuit Breakers - Some, Copper Plumbing - Some, Natural Woodwork - some, Security System - Owned, Skylight, Sliding Glass Door, Sump Pump, Two Story Foyer, Whirlpool Tub","1st Floor Master Bedroom, Basement / Rec Room, Family Room, Foyer/Entry Hall, Laundry-Basement, Living Room, Loft, Porch - Open, Possible Additional Bedroom","","None","","NEW","Orchard Park","$0","08/28/2015","09/04/2015","","06/23/2015","1","Blacktop","","Ceramic-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some","Attached","Gas","","06/22/2015","Exclusive Right To Sell","200","185","Neighborhood Street"
"3501","B486243","S","$244,900","$244,900","$244,900","10 Fairway DR","0.90","2","","2.0","14127","14127","3","2.1","1,910","7","1","2","$124,200","29","Finished, Full","Deck","Circuit Breakers - Some, Copper Plumbing - Some, Natural Woodwork - some, Security System - Owned, Wet Bar","Basement / Rec Room, Family Room, Foyer/Entry Hall, Living Room, Master Bedroom Bath, Other - See Remarks","","Crawl Space","","NEW","Orchard Park","$0","12/11/2015","12/23/2015","","10/02/2015","1","Concrete","","Ceramic-Some, Wall To Wall Carpet-Some","Attached","Gas","","10/01/2015","Exclusive Right To Sell","200","120","Corner Lot"
"3501","B473606","S","$243,000","$234,900","$243,000","119 Henning DR","0.47","1","","2.0","14127","14127","4","2.1","1,696","8","1","2","$0","49","Full","Cable TV Available, Garage Door Opener, High Speed Internet, Patio, Thermal Windows - Some","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Sliding Glass Door, Sump Pump","1st Floor Bedroom, Den/Study, Family Room, Foyer/Entry Hall, Laundry-1st Floor, Living Room, Master Bedroom Bath, Porch - Open, Workshop","","Crawl Space, Pull Down Stairs","","NEW","Orchard Park","$0","07/03/2015","07/21/2015","","05/18/2015","18","Blacktop","","Ceramic-Some, Hardwood-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some","Attached","Gas","","04/30/2015","Exclusive Right To Sell","197","110","Cul De Sac, Neighborhood Street, Wooded Lot"
"3501","B478999","S","$242,050","$239,900","$242,050","6 Lakewood DR","0.28","2","","2.5","14127","14127","5","2.1","1,875","8","1","2","$95,400","40","Partially Finished","Deck, Fully Fenced Yard, Hot Tub, Patio, Pool-Above Ground","Cathedral Ceiling, Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Sump Pump","Basement / Rec Room, Laundry-Basement, Master Bedroom Bath, Porch - Open","","Crawl Space","","NEW","Orchard Park","$0","10/02/2015","10/02/2015","","07/26/2015","27","Concrete","","Ceramic-Some, Hardwood-Some, Wall To Wall Carpet-Some","Attached","Gas","","06/29/2015","Exclusive Right To Sell","150","80","Neighborhood Street"
"3501","B477973","S","$235,000","$235,000","$235,000","77 South LN","0.45","2","","1.0","14127","14127","4","2.0","2,276","7","0","2","$107,500","57","Full","Garage Door Opener, Other - See Remarks, Patio","Circuit Breakers - Some, Copper Plumbing - Some, Natural Woodwork - some, Other - See Remarks, Sliding Glass Door, Sump Pump","1st Floor Bedroom, 1st Floor Master Bedroom, Living Room, Other - See Remarks","Shed","Partial","","NEW","Orchard Park","$0","08/18/2015","08/26/2015","","06/18/2015","0","Blacktop","","Ceramic-Some, Hardwood-Some, Wood-Some","Attached","Gas","","06/18/2015","Exclusive Right To Sell","200","100","Neighborhood Street, Other - See Remarks"
"3501","B470523","S","$227,900","$229,900","$227,900","7066 Quaker RD","0.71","2","","1.5","14127","14127","3","2.0","1,857","7","0","2","$91,500","80","Full","Cable TV Available, Deck, Fully Fenced Yard, Garage Door Opener","Cedar Closets, Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some","Basement / Rec Room, Family Room, Foyer/Entry Hall, Laundry-Basement, Living Room","Shed","None","","NEW","Orchard Park","$0","05/29/2015","06/10/2015","","03/24/2015","0","Other - See Remarks","","Ceramic-Some, Tile-Some, Wall To Wall Carpet-Some, Wood-Some","Detached","Gas","","03/24/2015","Exclusive Right To Sell","280","111","Wooded Lot"
"3501","B468612","S","$225,000","$229,900","$225,000","5550 Scherff RD","0.71","2","","2.0","14127","14127","3","2.1","1,763","7","1","2","$101,600","22","Partially Finished","Cable TV Available, Deck, Garage Door Opener, High Speed Internet, Private Yard - see Remarks, Thermal Windows - Some","Cathedral Ceiling, Circuit Breakers - Some, Copper Plumbing - Some, Natural Woodwork - some, Sliding Glass Door, Sump Pump, Two Story Foyer","Basement / Rec Room, Foyer/Entry Hall, Laundry-Basement, Living Room, Master Bedroom Bath","","Full","","NEW","Orchard Park","$0","05/01/2015","05/13/2015","","02/20/2015","5","Blacktop","","Laminate-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some","Attached","Gas","","02/15/2015","Exclusive Right To Sell","283","110","Near Bus Line, Wooded Lot"
"3501","B480203","S","$224,900","$229,900","$224,900","28 Nieman DR","0.64","1","","2.5","14127","14170","3","2.0","1,392","7","0","2","$81,340","56","Full, Partially Finished","Garage Door Opener","Circuit Breakers - Some, Copper Plumbing - Some, Natural Woodwork - some, Sliding Glass Door, Sump Pump","1st Floor Bedroom, Laundry-1st Floor, Living Room","","Scuttle Access","","NEW","Orchard Park","$0","09/25/2015","10/07/2015","","07/20/2015","6","Concrete","","Ceramic-Some, Hardwood-Some","Attached","Gas","","07/14/2015","Exclusive Right To Sell","309","100","Neighborhood Street"
"3501","B480025","S","$223,500","$229,900","$223,500","25 Bender DR","0.41","1.7","","2.0","14127","14127","3","1.1","2,070","9","1","1","$80,000","59","Finished, Full","Cable TV Available, Deck, Garage Door Opener","Cedar Closets, Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Natural Woodwork - some, Sump Pump","Basement / Rec Room, Bonus Room, Den/Study, Family Room, Foyer/Entry Hall, Laundry-Basement, Living Room, Possible Additional Bedroom","Shed","Partial","","NEW","Orchard Park","$0","10/26/2015","10/26/2015","","07/24/2015","11","Blacktop","","Hardwood-Some, Linoleum/Vinyl, Tile-Some, Wall To Wall Carpet-Some","Attached","Gas","","07/13/2015","Exclusive Right To Sell","180","100","Neighborhood Street"
"3501","B474134","S","$222,000","$219,900","$222,000","27 Hart Pl","0.29","2","","2.0","14127","14127","3","2.0","1,764","6","0","2","$103,000","30","Partially Finished","Deck, Fully Fenced Yard, Garage Door Opener, High Speed Internet","Circuit Breakers - Some, Natural Woodwork - some","Florida/Sun Room- Heated","Shed","Crawl Space","","NEW","Orchard Park","$0","07/20/2015","07/27/2015","","05/11/2015","4","Concrete","","Ceramic-Some, Hardwood-Some, Laminate-Some, Wall To Wall Carpet-Some","Attached","Gas","","05/07/2015","Exclusive Right To Sell","207","60","Neighborhood Street"
"3501","B470406","S","$220,000","$229,900","$220,000","12 Fir Top DR","0.64","2","","2.0","14127","14127","4","2.1","1,940","10","1","2","$143,000","46","Full, Partially Finished","Cable TV Available, Deck, High Speed Internet","Atrium Door, Cathedral Ceiling, Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Natural Woodwork - some, Skylight, Sliding Glass Door, Sump Pump","Basement / Rec Room, Family Room, Florida/Sun Room- Heated, Foyer/Entry Hall, Laundry-Basement, Living Room, Master Bedroom Bath","","Full, Pull Down Stairs","","NEW","Orchard Park","$0","05/29/2015","06/10/2015","","04/07/2015","15","Blacktop","","Ceramic-Some, Hardwood-Some, Wall To Wall Carpet-Some","Attached","Gas","","03/23/2015","Exclusive Right To Sell","266","105","Wooded Lot"
"3501","B471998","S","$220,000","$220,000","$220,000","50 South LN","0.57","2","","2.5","14127","14127","4","1.1","1,696","8","1","1","$116,200","49","Partial","Cable TV Available, Deck, Garage Door Opener, High Speed Internet, Playset / Swingset","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Drapes - Some, Natural Woodwork - some, Whirlpool Tub","1st Floor Bedroom, Basement / Rec Room, Den/Study, Family Room, Foyer/Entry Hall, Laundry-Basement","Shed","Crawl Space","","NEW","Orchard Park","$0","06/05/2015","06/17/2015","","04/15/2015","1","Blacktop, Double Wide","","Ceramic-Some, Hardwood-Some, Other - See Remarks, Wall To Wall Carpet-Some","Attached","Gas","","04/14/2015","Exclusive Right To Sell","200","125","Neighborhood Street, Wooded Lot"
